Address description,Price,Rooms,Rooms detailed,Surface area,Bathrooms,Floor,House type,Total building floors,Year of construction,Condition,Energy Efficiency,URL
"Apartment via Antonio Cecchi 27, Aurora, Turin","€ 169,000",5,"5 (4 bedrooms, 1 other), 1 bathroom, kitchen nook",120 m²,,"5°, with lift",Apartment | Full ownership | Medium property class,7 floors,1960,Good condition / Liveable,C,https://www.immobiliare.it/en/annunci/100430382/
"2-room flat Verolengo 182, Lucento, Turin","€ 65,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",60 m²,,2° floor,Apartment | Full ownership | Stately property class,3 floors,1950,Good condition / Liveable,,https://www.immobiliare.it/en/annunci/94425828/
"Apartment via Sondrio 13, Don Bosco, Turin","€ 340,000",5+,"5+ (5 bedrooms, 3 others), kitchen diner",200 m²,,"3°, with lift",Apartment | Full ownership | Stately property class,5 floors,1995,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/99031372/
"3-room flat corso Orbassano 174, Santa Rita, Turin","€ 158,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchenette",82 m²,,"1° floor, with lift",Apartment | Full ownership | Medium property class,3 floors,,To be refurbished,C,https://www.immobiliare.it/en/annunci/100404494/
"3-room flat via Sempione 122, Barriera di Milano, Turin","€ 49,500",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",50 m²,,Mezzanine,Apartment | Full ownership | Medium property class,3 floors,1964,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/64976782/
"4-room flat corso Francia 264, Parella, Turin","€ 229,000",4,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen diner",105 m²,,"6°, with lift",Apartment | Full ownership | Stately property class,7 floors,1970,Good condition / Liveable,E,https://www.immobiliare.it/en/annunci/99961066/
"2-room flat via Michele Coppino 93, Borgo Vittoria, Turin","€ 53,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",59 m²,,"6°, with lift",Apartment | Full ownership | Medium property class,6 floors,1959,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/98738682/
Building for Sale,"€ 550,000",5+,5+ rooms,"1,000 m²",,,Building | Economic property class,,,To be refurbished,E,https://www.immobiliare.it/en/annunci/101078351/
"2-room flat piazza Statuto, Cittadella, Turin","€ 160,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",78 m²,,"3°, with lift",Apartment | Full ownership | Medium property class,4 floors,1920,To be refurbished,E,https://www.immobiliare.it/en/annunci/101483031/
"2-room flat via Mombarcaro 83, Santa Rita, Turin","€ 109,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",55 m²,,"2°, with lift",Apartment | Full ownership | Medium property class,5 floors,1965,Excellent / Refurbished,C,https://www.immobiliare.it/en/annunci/101060731/
"4-room flat via Stradella 225, Madonna di Campagna, Turin","€ 65,000",4,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen diner",90 m²,,4°,Apartment | Full ownership | Medium property class,5 floors,1973,Good condition / Liveable,D,https://www.immobiliare.it/en/annunci/100779479/
"2-room flat via Bard 52, Pozzo Strada, Turin","€ 65,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",53 m²,,2°,Apartment | Full ownership | Medium property class,2 floors,1967,Good condition / Liveable,C,https://www.immobiliare.it/en/annunci/99789918/
"Apartment to be refurbished, second floor, Vanchiglia, Turin","€ 490,000",5+,"5+ (5 bedrooms, 2 others), 2 bathrooms, kitchen diner",150 m²,2,"2°, with lift",Apartment | Full ownership | Stately property class,6 floors,1970,To be refurbished,F,https://www.immobiliare.it/en/annunci/98702616/
"4-room flat via Gaetano Casati, Pozzo Strada, Turin","€ 210,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",120 m²,2,"5°, with lift",Apartment | Full ownership | Medium property class,6 floors,1965,Good condition / Liveable,F,https://www.immobiliare.it/en/annunci/88822863/
"3-room flat corso Dante Alighieri 90, San Salvario - Dante, Turin","€ 225,000",3,"3 (1 bedroom, 2 others), 1 bathroom, kitchen nook",95 m²,,"Mezzanine, with lift",Apartment | Full ownership | Stately property class,6 floors,,Excellent / Refurbished,,https://www.immobiliare.it/en/annunci/98926686/
"3-room flat via Gaspare Spontini 33, Barriera di Milano, Turin","€ 73,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",75 m²,,1°,Apartment | Full ownership | Medium property class,3 floors,1970,Excellent / Refurbished,E,https://www.immobiliare.it/en/annunci/101235927/
"Apartment corso Vittorio Emanuele, 233, Cenisia, Turin","€ 380,000",5,"5 (2 bedrooms, 3 others), 1 bathroom, kitchenette",140 m² | commercial 144.5 m² - See detail,,"5°, with lift",Apartment | Full ownership | Stately property class,7 floors,,Good condition / Liveable,,https://www.immobiliare.it/en/annunci/97156740/
"2-room flat via Buenos Aires 53, Santa Rita, Turin","€ 86,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",57 m²,,"6° floor, with lift",Apartment | Full ownership | Medium property class,,,Good condition / Liveable,,https://www.immobiliare.it/en/annunci/98885558/
"2-room flat via Saluzzo 59, San Salvario - Dante, Turin","€ 98,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",50 m²,,"Ground floor, with lift, with disabled access",Apartment | Full ownership | Medium property class,5 floors,1900,Excellent / Refurbished,,https://www.immobiliare.it/en/annunci/101124159/
"Two-family villa via San Massimiliano Kolbe 16, Barca, Turin",price on application,5+,"5+ (6 bedrooms, 4 others), 3+ bathrooms, kitchen diner",553 m² - See detail,3+,"5 floors: from Semi-basement to Ground floor, Mezzanine, from 1° to 2°, with disabled access",Two-family villa | Full ownership | Stately property class,2 floors,1970,Excellent / Refurbished,A4,https://www.immobiliare.it/en/annunci/98834236/
"3-room flat corso Cosenza 46, Santa Rita, Turin","€ 200,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchenette",74 m²,,"5°, with lift",Apartment | Full ownership | Medium property class,9 floors,1968,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/100503998/
"3-room flat via Francesco Petrarca 26, San Salvario - Dante, Turin","€ 290,000",3,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen nook",82 m²,2,"4°, with lift, with disabled access",Apartment | Full ownership | Stately property class,4 floors,2024,New / Under construction,A,https://www.immobiliare.it/en/annunci/100527608/
"3-room flat via Rodolfo Renier 25, San Paolo, Turin","€ 189,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",94 m²,,"Mezzanine, with lift, with disabled access",Apartment | Full ownership | Stately property class,6 floors,1970,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/100725863/
"Loft via San Paolo 26, Cenisia, Turin","€ 175,000",,"1 bathroom, open kitchen",84 m² - See detail,,"2 floors: Ground floor, 1°, with disabled access",Loft | Full ownership | Stately property class,4 floors,1935,New / Under construction,D,https://www.immobiliare.it/en/annunci/100901675/
"4-room flat via Pietro Cossa 105, Parella, Turin","€ 315,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",120 m²,2,"1°, with lift, with disabled access",Apartment | Full ownership | Stately property class,7 floors,2019,New / Under construction,A4,https://www.immobiliare.it/en/annunci/100349796/
"Apartment piazza Vittorio Veneto, Giardini Reali, Turin","€ 810,000",5+,"5+ (3 bedrooms, 3 others), kitchen diner",229 m²,,"2°, with lift",Apartment | Full ownership | Stately property class,5 floors,1900,Good condition / Liveable,E,https://www.immobiliare.it/en/annunci/101637221/
"4-room flat via Orvieto 4, Parco Dora, Turin","€ 145,000",4,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen diner",80 m²,,"1°, with lift, with disabled access",Apartment | Full ownership | Stately property class,6 floors,2007,Excellent / Refurbished,,https://www.immobiliare.it/en/annunci/101302171/
"3-room flat via Parenzo, Lucento, Turin","€ 49,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen nook",74 m²,,2°,Apartment | Full ownership | Economic property class,4 floors,1950,To be refurbished,,https://www.immobiliare.it/en/annunci/100905705/
"3-room flat via Caprie 18, Cit Turin, Turin","€ 295,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen nook",85 m²,,"4°, with lift, with disabled access",Apartment | Full ownership | Stately property class,6 floors,2020,New / Under construction,A,https://www.immobiliare.it/en/annunci/100002392/
"Apartment good condition, third floor, San Salvario - Baretti, Turin","€ 290,000",5,"5 (4 bedrooms, 1 other), 2 bathrooms, kitchen diner",146 m²,2,"3°, with lift",Apartment | Full ownership | Stately property class,5 floors,1940,Good condition / Liveable,F,https://www.immobiliare.it/en/annunci/60982584/
"4-room flat via Cesare Pavese 31, Mirafiori Sud - Onorato Vigliani, Turin","€ 239,000",4,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen diner",120 m²,,"1°, with lift",Apartment | Full ownership | Stately property class,7 floors,1980,Excellent / Refurbished,F,https://www.immobiliare.it/en/annunci/101246171/
"4-room flat via Saluzzo 43, San Salvario - Dante, Turin","€ 540,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",130 m²,2,"4°, with lift, with disabled access",Apartment | Full ownership | Stately property class,5 floors,2023,New / Under construction,B,https://www.immobiliare.it/en/annunci/95481244/
"3-room flat via 4 Marzo 7, Quadrilatero Romano, Turin","€ 228,000",3,"3 (1 bedroom, 2 others), 1 bathroom, kitchen diner",74 m²,,3°,Apartment | Full ownership | Luxury property,4 floors,,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/100764619/
"2-room flat corso Vercelli 235, Rebaudengo, Turin","€ 114,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",69 m² - See detail,,"2 floors: Basement (-1), 4°, with lift, with disabled access",Apartment | Full ownership | Stately property class,7 floors,2001,Excellent / Refurbished,,https://www.immobiliare.it/en/annunci/99097944/
"3-room flat corso Enrico Gamba, Parco Dora, Turin","€ 168,000",3,"3 (1 bedroom, 2 others), 1 bathroom, semi-habitable kitchen",65 m²,,"2°, with lift, with disabled access",Apartment | Full ownership | Stately property class,6 floors,2005,Excellent / Refurbished,C,https://www.immobiliare.it/en/annunci/100802747/
"3-room flat via 4 Marzo 7, Quadrilatero Romano, Turin","€ 316,000",3,"3 (1 bedroom, 2 others), 1 bathroom, open kitchen",103 m²,,3°,Apartment | Full ownership | Luxury property,4 floors,,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/100764689/
"3-room flat via Verolengo 147, Lucento, Turin","€ 78,000",3,"3 (1 bedroom, 2 others), 1 bathroom, kitchen diner",85 m²,,"7°, with lift",Apartment | Full ownership | Medium property class,7 floors,1950,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/101245463/
"Single-family detached house via Corneliano d'Alba, Barca, Turin","€ 395,000",5+,"5+ (3 bedrooms, 4 others), 2 bathrooms, kitchen diner",212 m²,2,Multi-level,Single-family detached house | Full ownership | Stately property class,2 floors,1900,Excellent / Refurbished,,https://www.immobiliare.it/en/annunci/100804593/
"Multi-family detached house 508 m², to be refurbished, Mirafiori Sud - Onorato Vigliani, Turin","€ 580,000",5+,"5+ (10 bedrooms, 3 others), 3+ bathrooms, kitchen diner",508 m² - See detail,3+,"4 floors: Basement (-1), Ground floor, Mezzanine, 1°",Multi-family detached house | Full ownership | Medium property class,2 floors,1950,To be refurbished,,https://www.immobiliare.it/en/annunci/101315709/
"Apartment via Nicola Fabrizi 92, Parella, Turin","€ 240,000",5,"5 (3 bedrooms, 2 others), 3 bathrooms, kitchen nook",180 m²,3,"1°, with lift, with disabled access",Apartment | Full ownership | Medium property class,4 floors,,To be refurbished,,https://www.immobiliare.it/en/annunci/99906662/
"3-room flat via Bertrando Spaventa, 20, Lingotto, Turin","€ 159,000",3,"3 rooms, 1 bathroom, kitchen nook",90 m²,,"4° floor, with lift",Apartment,,,To be refurbished,E,https://www.immobiliare.it/en/annunci/100624355/
"4-room flat via Issiglio 111/7, San Paolo, Turin","€ 340,000",4,"4 (2 bedrooms, 2 others), 2 bathrooms",111 m² - See detail,2,"2°, with lift",Apartment | Full ownership,6 floors,2002,Excellent / Refurbished,C,https://www.immobiliare.it/en/annunci/101398913/
"2-room flat via Brandizzo 96, Barriera di Milano, Turin","€ 57,000",2,"2 bedrooms, 1 bathroom, kitchenette",58 m²,,1°,Apartment | Full ownership | Medium property class,4 floors,1960,Excellent / Refurbished,E,https://www.immobiliare.it/en/annunci/94344640/
"3-room flat via Gianfrancesco Re 61, Parella, Turin","€ 128,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchenette",80 m²,,"1°, with lift",Apartment | Full ownership | Economic property class,5 floors,1960,To be refurbished,E,https://www.immobiliare.it/en/annunci/98824864/
"3-room flat via scarlatti 34, Barriera di Milano, Turin","€ 29,900",3,"3 (1 bedroom, 2 others), 1 bathroom, kitchen diner",50 m²,,2°,Apartment | Full ownership | Economic property class,2 floors,1920,To be refurbished,G,https://www.immobiliare.it/en/annunci/97323722/
New construction Apartments in Turin,,1 - 5,"3 (1 bedroom, 2 others), 1 bathroom, kitchen diner",,,,Project,4 floors,,To be refurbished,D,https://www.immobiliare.it/en/annunci/99747542/
"3-room flat via Conte Verde 7, 10122 Torino, Italia, Quadrilatero Romano, Turin","€ 225,000",3,"3 (1 bedroom, 2 others), 1 bathroom, semi-habitable kitchen",65 m²,,"Mezzanine, with lift",Apartment | Full ownership | Economic property class,4 floors,1888,Excellent / Refurbished,G,https://www.immobiliare.it/en/annunci/100625415/
"2-room flat via Brandizzo 91/A, Barriera di Milano, Turin","€ 38,900",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",47 m²,,4°,Apartment | Full ownership | Economic property class,5 floors,1950,Excellent / Refurbished,D,https://www.immobiliare.it/en/annunci/97175988/
"4-room flat via Rosario di Santa Fè, 27, 10134 Torino Italia, Lingotto, Turin","€ 185,000",4,"4 (2 bedrooms, 2 others), 1 bathroom, kitchen diner",97 m²,,"1°, with lift",Apartment | Full ownership | Economic property class,5 floors,1965,Excellent / Refurbished,C,https://www.immobiliare.it/en/annunci/99967968/
"3-room flat via ugo foscolo 7, San Salvario - Dante, Turin","€ 119,000",3,"3 (1 bedroom, 2 others), 1 bathroom, open kitchen",75 m²,,"Ground floor, with lift, with disabled access",Apartment | Full ownership | Stately property class,5 floors,1900,Excellent / Refurbished,F,https://www.immobiliare.it/en/annunci/91571168/
"3-room flat corso dante 68, San Salvario, Turin","€ 159,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",75 m²,,"3°, with lift",Apartment | Full ownership | Medium property class,7 floors,1910,To be refurbished,F,https://www.immobiliare.it/en/annunci/99579424/
"3-room flat via Luigi Chiala 11, Mirafiori Sud - Onorato Vigliani, Turin","€ 139,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchenette",90 m²,,"5°, with lift",Apartment | Full ownership | Medium property class,5 floors,1960,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/101230553/
"3-room flat via San Bernardino 32, San Paolo, Turin","€ 149,000",3,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",85 m²,,"Ground floor, with disabled access",Apartment | Full ownership | Medium property class,3 floors,1970,New / Under construction,D,https://www.immobiliare.it/en/annunci/97597990/
"2-room flat via Pio Foà 86, San Salvario - Dante, Turin","€ 90,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",50 m²,,"4°, with lift, with disabled access",Apartment | Full ownership | Medium property class,4 floors,1900,Good condition / Liveable,G,https://www.immobiliare.it/en/annunci/101554505/
"2-room flat via MONTANARO 4, Barriera di Milano, Turin","€ 35,900",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",49 m²,,2°,Apartment | Full ownership | Medium property class,3 floors,1904,Good condition / Liveable,D,https://www.immobiliare.it/en/annunci/99644492/
"2-room flat via Montebello 21, Giardini Reali, Turin","€ 275,000",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",68 m²,,"3°, with lift",Apartment | Full ownership | Stately property class,5 floors,1890,New / Under construction,A1,https://www.immobiliare.it/en/annunci/100695705/
"2-room flat via cimarosa 67, Barriera di Milano, Turin","€ 44,900",2,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",55 m²,,"1°, with lift",Apartment | Full ownership | Medium property class,5 floors,1965,Good condition / Liveable,F,https://www.immobiliare.it/en/annunci/100815189/
